Card Name,Decks avec carte,Decks totaux analysés,% apparition dans les decks,Quantité totale,Présente comme commander dans X decks,Nombre de commanders concernés
Spell Shrivel,5,25208,0.02%,5,0,3
Spell Snare,109,25208,0.43%,109,0,5
Spell Snuff,4,25208,0.02%,4,0,2
Spell Stutter,11,25208,0.04%,11,0,4
Spell Swindle,315,25208,1.25%,315,0,5
Spell Syphon,9,25208,0.04%,9,0,2
Spellbinder,3,25208,0.01%,3,0,2
Spellbook,47,25208,0.19%,47,0,9
Spellbook Vendor,8,25208,0.03%,8,0,3
Spellgorger Weird,1,25208,0.00%,1,0,1
Spellgyre,203,25208,0.81%,203,0,4
Spelljack,71,25208,0.28%,71,0,1
Spellkeeper Weird,3,25208,0.01%,3,0,2
Spellscorn Coven // Take It Back,2,25208,0.01%,2,0,1
Spellseeker,771,25208,3.06%,771,0,5
Spellshock,8,25208,0.03%,8,0,3
Spellskite,2294,25208,9.10%,2294,0,5
Spellstutter Sprite,7,25208,0.03%,7,0,2
Spelltithe Enforcer,9,25208,0.04%,9,0,3
Spelltwine,50,25208,0.20%,51,0,3
Spellweaver Eternal,3,25208,0.01%,3,0,2
Spellweaver Helix,3,25208,0.01%,3,0,2
Spellweaver Volute,13,25208,0.05%,13,0,3
Spelunking,907,25208,3.60%,907,0,6
Sphere Grid,4,25208,0.02%,4,0,1
Sphere of Annihilation,3,25208,0.01%,3,0,3
Sphere of Resistance,42,25208,0.17%,42,0,9
Sphere of Safety,36,25208,0.14%,36,0,6
Sphere of the Suns,6,25208,0.02%,6,0,4
Sphinx Ambassador,6,25208,0.02%,6,0,3
Sphinx Mindbreaker,6,25208,0.02%,6,0,3
Sphinx Summoner,2,25208,0.01%,2,0,2
Sphinx of Clear Skies,1,25208,0.00%,1,0,1
Sphinx of Enlightenment,4,25208,0.02%,4,0,1
Sphinx of Foresight,3,25208,0.01%,3,0,3
Sphinx of Forgotten Lore,73,25208,0.29%,73,0,2
Sphinx of Jwar Isle,1,25208,0.00%,1,0,1
Sphinx of Magosi,3,25208,0.01%,3,0,1
Sphinx of Uthuun,3,25208,0.01%,3,0,2
Sphinx of the Final Word,24,25208,0.10%,24,0,2
Sphinx of the Revelation,3,25208,0.01%,3,0,1
Sphinx of the Second Sun,34,25208,0.13%,34,0,5
Sphinx's Decree,2,25208,0.01%,2,0,1
Sphinx's Revelation,36,25208,0.14%,36,0,2
Sphinx's Tutelage,420,25208,1.67%,420,0,4
Sphinx-Bone Wand,84,25208,0.33%,84,0,1
Spider Food,2,25208,0.01%,2,0,2
Spider Spawning,8,25208,0.03%,8,0,1
Spider Umbra,22,25208,0.09%,22,0,4
Spidersilk Armor,56,25208,0.22%,56,0,5
Spidersilk Net,5,25208,0.02%,5,0,4
Spidery Grasp,5,25208,0.02%,5,0,2
Spike Breeder,1,25208,0.00%,1,0,1
Spike Feeder,9,25208,0.04%,9,0,4
Spike Jester,3,25208,0.01%,3,0,1
Spike Weaver,25,25208,0.10%,25,0,4
Spiked Corridor // Torture Pit,1,25208,0.00%,1,0,0
Spiked Pit Trap,3,25208,0.01%,3,0,2
Spiked Ripsaw,2,25208,0.01%,2,0,2
Spikefield Hazard,61,25208,0.24%,61,0,4
Spikeshot Elder,84,25208,0.33%,85,0,1
Spikeshot Goblin,44,25208,0.17%,44,0,1
Spiketail Drake,2,25208,0.01%,2,0,1
Spiketail Drakeling,1,25208,0.00%,1,0,1
Spiketail Hatchling,1,25208,0.00%,1,0,1
Spin Out,1,25208,0.00%,1,0,1
Spin into Myth,4,25208,0.02%,4,0,1
Spinal Embrace,9,25208,0.04%,9,0,2
Spinal Parasite,1,25208,0.00%,1,0,1
Spine of Ish Sah,7,25208,0.03%,7,0,4
Spinebiter,2,25208,0.01%,2,0,1
Spined Fluke,4,25208,0.02%,4,0,1
Spined Megalodon,2,25208,0.01%,2,0,1
Spinerock Knoll,229,25208,0.91%,229,0,4
Spineseeker Centipede,2,25208,0.01%,2,0,1
Spinewoods Armadillo,1,25208,0.00%,1,0,1
Spinewoods Paladin,4,25208,0.02%,4,0,1
Spinner of Souls,28,25208,0.11%,28,0,4
Spinneret Sliver,2,25208,0.01%,2,0,1
"Spinnerette,Arachnobat",3,25208,0.01%,3,0,1
Spinning Wheel,30,25208,0.12%,30,0,3
Spinning Wheel Kick,21,25208,0.08%,21,0,4
Spinny Ride,2,25208,0.01%,2,0,1
Spiny Starfish,5,25208,0.02%,5,0,3
Spire Barrage,4,25208,0.02%,4,0,1
Spire Garden,79,25208,0.31%,79,0,2
Spire Golem,5,25208,0.02%,5,0,1
Spire Tracer,6,25208,0.02%,6,0,3
Spire of Industry,67,25208,0.27%,67,0,11
Spirebluff Canal,7,25208,0.03%,7,0,1
Spirit Away,1,25208,0.00%,1,0,1
Spirit Bonds,11,25208,0.04%,11,0,4
Spirit Link,23,25208,0.09%,23,0,5
Spirit Loop,7,25208,0.03%,7,0,4
Spirit Mantle,69,25208,0.27%,69,0,5
Spirit Mirror,1,25208,0.00%,1,0,1
Spirit of Malevolence,2,25208,0.01%,2,0,1
Spirit of the Aldergard,6,25208,0.02%,6,0,3
Spirit of the Hearth,1,25208,0.00%,1,0,1
Spirit of the Labyrinth,26,25208,0.10%,26,0,4
Spirit-Sister's Call,8,25208,0.03%,8,0,2
Spirited Companion,158,25208,0.63%,158,0,5
Spiriten-Dal,1,25208,0.00%,1,0,1
Spiriten-Kor,3,25208,0.01%,3,0,2
Spiritmonger,1,25208,0.00%,1,0,1
Spiritual Asylum,3,25208,0.01%,3,0,2
Spite //Malice,2,25208,0.01%,2,0,1
Spitebellows,6,25208,0.02%,6,0,3
Spiteful Banditry,43,25208,0.17%,43,0,4
Spiteful Blow,2,25208,0.01%,2,0,2
Spiteful Bully,1,25208,0.00%,1,0,0
Spiteful Prankster,2,25208,0.01%,2,0,1
Spiteful Repossession,5,25208,0.02%,5,0,2
Spiteful Returned,2,25208,0.01%,2,0,1
Spiteful Shadows,1,25208,0.00%,1,0,1
Spiteful Sliver,11,25208,0.04%,11,0,3
Spiteful Squad,1,25208,0.00%,1,0,1
Spiteful Visions,3,25208,0.01%,3,0,1
Spitemare,27,25208,0.11%,27,0,3
Spitfire Handler,3,25208,0.01%,3,0,1
Spitfire Lagac,144,25208,0.57%,144,0,1
Spitting Earth,13,25208,0.05%,13,0,2
Spitting Image,15,25208,0.06%,15,0,3
Splash Lasher,9,25208,0.04%,9,0,2
Splash Portal,653,25208,2.59%,653,0,3
Splashy Spellcaster,5,25208,0.02%,5,0,2
Splatter Thug,1,25208,0.00%,1,0,1
Splendid Reclamation,372,25208,1.48%,372,0,5
Splendor Mare,44,25208,0.17%,44,0,3
Splicer's Skill,1,25208,0.00%,1,0,1
Splinter,1,25208,0.00%,1,0,1
Splinter Twin,132,25208,0.52%,132,0,3
Splinterfright,4,25208,0.02%,4,0,1
Split Decision,24,25208,0.10%,24,0,3
Split Up,52,25208,0.21%,52,0,5
Split the Party,7,25208,0.03%,7,0,3
Split the Spoils,2,25208,0.01%,2,0,1
Splitskin Doll,1,25208,0.00%,1,0,1
Splitting Slime,1,25208,0.00%,1,0,1
Splitting the Powerstone,1,25208,0.00%,1,0,1
Spoils of Blood,181,25208,0.72%,181,0,1
Spoils of Evil,19,25208,0.08%,19,0,1
Spoils of Victory,5,25208,0.02%,5,0,3
Spontaneous Flight,12,25208,0.05%,12,0,2
Spontaneous Generation,1,25208,0.00%,1,0,1
Spontaneous Mutation,1,25208,0.00%,1,0,1
Spore Cloud,2,25208,0.01%,2,0,1
Spore Crawler,4,25208,0.02%,4,0,2
Spore Frog,53,25208,0.21%,53,0,6
Spore Swarm,5,25208,0.02%,5,0,1
Sporeback Troll,4,25208,0.02%,4,0,1
Sporecrown Thallid,2,25208,0.01%,2,0,1
Sporemound,988,25208,3.92%,988,0,3
Sporesower Thallid,3,25208,0.01%,3,0,1
Sporeweb Weaver,4,25208,0.02%,4,0,1
Sporocyst,27,25208,0.11%,27,0,3
Sporogenesis,1,25208,0.00%,1,0,1
Sporogenic Infection,1,25208,0.00%,1,0,1
Sporoloth Ancient,3,25208,0.01%,3,0,1
Spotted Griffin,1,25208,0.00%,1,0,1
Spotter Thopter,1,25208,0.00%,1,0,1
Spreading Insurrection,3,25208,0.01%,3,0,2
Spreading Plague,12,25208,0.05%,12,0,4
Spreading Seas,40,25208,0.16%,40,0,3
Spring //Mind,5,25208,0.02%,5,0,2
Spring Cleaning,4,25208,0.02%,4,0,4
Spring Splasher,1,25208,0.00%,1,0,1
Spring-Leaf Avenger,4,25208,0.02%,4,0,3
Springbloom Druid,1313,25208,5.21%,1314,0,6
Springheart Nantuko,673,25208,2.67%,673,0,6
Springjack Knight,2,25208,0.01%,2,0,1
Springjack Pasture,15,25208,0.06%,15,0,4
Springjack Shepherd,1,25208,0.00%,1,0,1
Springleaf Drum,241,25208,0.96%,241,0,13
Springmane Cervin,5,25208,0.02%,5,0,2
Springmantle Cleric,4,25208,0.02%,4,0,3
Springsage Ritual,2,25208,0.01%,2,0,2
Sprinting Warbrute,6,25208,0.02%,6,0,1
Sprite Noble,1,25208,0.00%,1,0,1
Sprout Swarm,33,25208,0.13%,33,0,3
Sproutback Trudge,8,25208,0.03%,8,0,3
Sprouting Goblin,2,25208,0.01%,2,0,1
Sprouting Phytohydra,1,25208,0.00%,1,0,1
Sprouting Renewal,20,25208,0.08%,20,0,2
Sprouting Vines,7,25208,0.03%,7,0,4
Spurnmage Advocate,1,25208,0.00%,1,0,1
Spy Network,7,25208,0.03%,7,0,4
Spyglass Siren,3,25208,0.01%,3,0,2
Spymaster's Vault,112,25208,0.44%,112,0,5
Squad Captain,28,25208,0.11%,28,0,2
Squad Commander,3,25208,0.01%,3,0,3
Squad Rallier,1,25208,0.00%,1,0,1
Squall Line,17,25208,0.07%,17,0,4
Squallmonger,1,25208,0.00%,1,0,1
Squandered Resources,24,25208,0.10%,24,0,2
Squee's Embrace,12,25208,0.05%,12,0,2
"Squee, Dubious Monarch",459,25208,1.82%,459,0,3
"Squee, Goblin Nabob",137,25208,0.54%,137,0,2
"Squee, the Immortal",381,25208,1.51%,381,0,3
Squelch,10,25208,0.04%,10,0,3
Squelching Leeches,1,25208,0.00%,1,0,1
Squid Fire Knight,5,25208,0.02%,5,0,2
"Squidward, Sarcastic Snob",33,25208,0.13%,33,0,2
Squire's Devotion,1,25208,0.00%,1,0,1
Squirming Emergence,26,25208,0.10%,26,0,2
Squirming Mass,18,25208,0.07%,18,0,1
Squirrel Mob,4,25208,0.02%,4,0,2
Squirrel Nest,42,25208,0.17%,42,0,4
Squirrel Sanctuary,5,25208,0.02%,5,0,2
Squirrel Sovereign,3,25208,0.01%,3,0,2
Squirrel Squatters,2,25208,0.01%,2,0,1
Squirrel Wrangler,1,25208,0.00%,1,0,1
Squishy Sphinx Ninja,1,25208,0.00%,1,0,1
Sram's Expertise,6,25208,0.02%,6,0,3
"Sram, Senior Edificer",376,25208,1.49%,376,0,3
Stab,5,25208,0.02%,5,0,2
Stab Wound,3,25208,0.01%,3,0,2
Stadium Headliner,52,25208,0.21%,52,0,3
Stadium Vendors,6,25208,0.02%,6,0,1
Staff of Compleation,26,25208,0.10%,26,0,7
Staff of Domination,2955,25208,11.72%,2955,0,11
"Staff of Eden, Vault's Key",46,25208,0.18%,46,0,3
Staff of Nin,18,25208,0.07%,18,0,8
Staff of Titania,50,25208,0.20%,50,0,7
Staff of the Death Magus,2,25208,0.01%,2,0,1
Staff of the Flame Magus,9,25208,0.04%,9,0,1
Staff of the Mind Magus,12,25208,0.05%,12,0,2
Staff of the Storyteller,24,25208,0.10%,24,0,4
Staff of the Sun Magus,3,25208,0.01%,3,0,1
Staff of the Wild Magus,7,25208,0.03%,7,0,4
Stagecoach Security,9,25208,0.04%,9,0,2
Staggering Insight,1,25208,0.00%,1,0,1
Staggering Size,4,25208,0.02%,4,0,2
Stairs to Infinity,1,25208,0.00%,1,0,1
Stalactite Stalker,3,25208,0.01%,3,0,1
Stalking Leonin,6,25208,0.02%,6,0,2
Stalking Stones,1,25208,0.00%,1,0,1
Stalking Vengeance,5,25208,0.02%,5,0,2
Stall Out,2,25208,0.01%,2,0,1
Stalwart Pathlighter,1360,25208,5.40%,1360,0,3
Stalwarts of Osgiliath,8,25208,0.03%,8,0,3
Stamina,3,25208,0.01%,3,0,1
Stampede,4,25208,0.02%,4,0,3
Stampede Driver,12,25208,0.05%,12,0,1
Stampede Rider,1,25208,0.00%,1,0,1
Stampeding Elk Herd,4,25208,0.02%,4,0,2
Stand Together,1,25208,0.00%,1,0,1
Stand or Fall,1,25208,0.00%,1,0,1
Standard Bearer,11,25208,0.04%,11,0,2
Standardize,2,25208,0.01%,2,0,1
Standstill,11,25208,0.04%,11,0,3
Star Athlete,1,25208,0.00%,1,0,0
Star Charter,25,25208,0.10%,25,0,2
Star Compass,138,25208,0.55%,138,0,10
Star Pupil,28,25208,0.11%,28,0,1
Star Whale,5,25208,0.02%,5,0,2
Star of Extinction,48,25208,0.19%,48,0,4
Star-Crowned Stag,4,25208,0.02%,4,0,2
Stardrake,15,25208,0.06%,15,0,2
Starfall Invocation,58,25208,0.23%,58,0,6
Starfield Mystic,8,25208,0.03%,8,0,3
Starfield Vocalist,4,25208,0.02%,4,0,1
Starfield of Nyx,4,25208,0.02%,4,0,4
Starforged Sword,7,25208,0.03%,7,0,3
Stargaze,11,25208,0.04%,11,0,3
Starke of Rath,1,25208,0.00%,1,0,1
Starlight Invoker,1,25208,0.00%,1,0,1
Starlight Snare,11,25208,0.04%,11,0,1
Starlight Spectacular,20,25208,0.08%,20,0,4
Starlit Mantle,2,25208,0.01%,2,0,2
Starlit Sanctum,711,25208,2.82%,711,0,1
Starlit Soothsayer,14,25208,0.06%,14,0,1
Starnheim Aspirant,10,25208,0.04%,10,0,4
Starnheim Courser,45,25208,0.18%,45,0,4
Starnheim Memento,3,25208,0.01%,3,0,1
Starnheim Unleashed,12,25208,0.05%,12,0,4
Starry-Eyed Skyrider,5,25208,0.02%,5,0,1
Starscape Cleric,123,25208,0.49%,123,0,3
"Starscream, Power Hungry",26,25208,0.10%,26,0,2
Starstorm,34,25208,0.13%,34,0,4
Start //Finish,3,25208,0.01%,3,0,2
Start from Scratch,1,25208,0.00%,1,0,1
Start the TARDIS,2,25208,0.01%,2,0,2
Starting Column,5,25208,0.02%,5,0,2
Starting Town,7,25208,0.03%,7,0,4
Startle,4,25208,0.02%,4,0,2
Startled Awake,79,25208,0.31%,79,0,2
Startling Development,2,25208,0.01%,2,0,2
Starving Revenant,148,25208,0.59%,148,0,3
Stasis,32,25208,0.13%,32,0,5
Stasis Cell,1,25208,0.00%,1,0,1
Stasis Field,22,25208,0.09%,22,0,4
Stasis Snare,5,25208,0.02%,5,0,2
Static Net,1,25208,0.00%,1,0,1
Static Orb,68,25208,0.27%,68,0,11
Static Prison,9,25208,0.04%,9,0,3
Static Snare,1,25208,0.00%,1,0,1
Status //Statue,12,25208,0.05%,12,0,2
Staunch Throneguard,38,25208,0.15%,38,0,2
Staunch-Hearted Warrior,3,25208,0.01%,3,0,1
Stave Off,33,25208,0.13%,33,0,2
"Stay Hidden, Stay Silent",7,25208,0.03%,7,0,3
Stay with Me,2,25208,0.01%,2,0,1
Steadfast Cathar,3,25208,0.01%,3,0,1
Steadfast Guard,1,25208,0.00%,1,0,1
Steadfast Paladin,1,25208,0.00%,1,0,1
Steadfast Sentry,5,25208,0.02%,5,0,1
Steadfast Unicorn,39,25208,0.15%,39,0,2
Steady Aim,2,25208,0.01%,2,0,1
Steady Progress,15,25208,0.06%,15,0,4
Steal Artifact,1,25208,0.00%,1,0,1
Steal Enchantment,21,25208,0.08%,21,0,5
Stealer of Secrets,2,25208,0.01%,2,0,2
Stealth Mission,10,25208,0.04%,10,0,2
Steam Frigate,3,25208,0.01%,3,0,1
Steam Vents,604,25208,2.40%,604,0,1
Steamcore Scholar,6,25208,0.02%,6,0,2
Steel Dromedary,2,25208,0.01%,2,0,2
Steel Hellkite,33,25208,0.13%,33,0,8
Steel Leaf Champion,98,25208,0.39%,98,0,3
Steel Leaf Paladin,2,25208,0.01%,2,0,1
Steel Sabotage,4,25208,0.02%,4,0,1
Steel Seraph,6,25208,0.02%,6,0,4
Steel Wall,1,25208,0.00%,1,0,1
Steel of the Godhead,3,25208,0.01%,3,0,1
Steel-Plume Marshal,3,25208,0.01%,3,0,2
Steelbane Hydra,44,25208,0.17%,44,0,4
Steelburr Champion,2,25208,0.01%,2,0,2
Steelfin Whale,2,25208,0.01%,2,0,1
Steelform Sliver,1,25208,0.00%,1,0,1
Steelgaze Griffin,3,25208,0.01%,3,0,1
Steelshaper Apprentice,15,25208,0.06%,15,0,1
Steelshaper's Gift,305,25208,1.21%,305,0,6
Steely Resolve,104,25208,0.41%,104,0,6
"Stella Lee, Wild Card",1,25208,0.00%,1,0,1
Stensia,1,25208,0.00%,1,0,1
Stensia Bloodhall,3,25208,0.01%,3,0,1
Stensia Masquerade,1,25208,0.00%,1,0,1
Step Between Worlds,27,25208,0.11%,27,0,2
Step Right Up,2,25208,0.01%,2,0,1
Step Through,171,25208,0.68%,171,0,5
Steppe Lynx,1,25208,0.00%,1,0,1
Sterling Grove,73,25208,0.29%,73,0,3
Sterling Keykeeper,1,25208,0.00%,1,0,1
Sterling Supplier,5,25208,0.02%,5,0,2
Stern Constable,1,25208,0.00%,1,0,1
Stern Dismissal,11,25208,0.04%,11,0,4
Stern Judge,7,25208,0.03%,7,0,3
Stern Lesson,6,25208,0.02%,6,0,2
Stern Mentor,1,25208,0.00%,1,0,1
Stern Proctor,1,25208,0.00%,1,0,1
Stern Scolding,94,25208,0.37%,94,0,5
Stew the Coneys,11,25208,0.04%,11,0,2
Steward of Solidarity,1,25208,0.00%,1,0,1
Steward of Valeron,126,25208,0.50%,126,0,1
Steward of the Harvest,11,25208,0.04%,11,0,5
Stick Together,6,25208,0.02%,6,0,2
Sticky Fingers,75,25208,0.30%,75,0,3
Stickytongue Sentinel,2,25208,0.01%,2,0,1
Stifle,95,25208,0.38%,95,0,5
Stigma Lasher,4,25208,0.02%,4,0,2
Stimulus Package,1,25208,0.00%,1,0,1
"Sting, the Glinting Dagger",1381,25208,5.48%,1381,0,8
Stingerback Terror,1,25208,0.00%,1,0,1
Stinging Cave Crawler,70,25208,0.28%,70,0,2
Stinging Lionfish,46,25208,0.18%,46,0,3
Stinging Shot,1,25208,0.00%,1,0,1
Stinging Study,67,25208,0.27%,67,0,4
Stingscourger,109,25208,0.43%,109,0,2
Stinkweed Imp,13,25208,0.05%,13,0,3
Stir the Grave,2,25208,0.01%,2,0,2
Stir the Pride,1,25208,0.00%,1,0,1
Stir the Sands,1,25208,0.00%,1,0,1
Stirge,1,25208,0.00%,1,0,1
Stirring Address,2,25208,0.01%,2,0,2
Stirring Bard,26,25208,0.10%,26,0,1
Stirring Wildwood,55,25208,0.22%,55,0,3
Stitch Together,40,25208,0.16%,40,0,4
Stitched Mangler,15,25208,0.06%,15,0,1
Stitcher Geralf,12,25208,0.05%,12,0,1
Stitcher's Apprentice,1,25208,0.00%,1,0,1
Stitcher's Supplier,36,25208,0.14%,36,0,3
Stitchwing Skaab,37,25208,0.15%,37,0,1
Stock Up,69,25208,0.27%,69,0,5
Stocking the Pantry,87,25208,0.35%,87,0,4
Stockpiling Celebrant,5,25208,0.02%,5,0,2
Stoic Angel,2,25208,0.01%,2,0,1
Stoic Builder,4,25208,0.02%,4,0,1
Stoic Farmer,13,25208,0.05%,13,0,4
Stoic Rebuttal,6,25208,0.02%,6,0,3
Stoic Sphinx,1,25208,0.00%,1,0,1
Stoke the Flames,11,25208,0.04%,11,0,2
Stolen Goods,11,25208,0.04%,11,0,2
Stolen Identity,79,25208,0.31%,79,0,5
Stolen Strategy,9,25208,0.04%,9,0,4
Stolen Vitality,5,25208,0.02%,5,0,2
Stolen by the Fae,33,25208,0.13%,33,0,4
Stomp and Howl,2,25208,0.01%,2,0,2
Stomping Ground,660,25208,2.62%,660,0,2
Stone Golem,1,25208,0.00%,1,0,1
Stone Haven Medic,4,25208,0.02%,4,0,1
Stone Haven Outfitter,6,25208,0.02%,6,0,1
Stone Quarry,82,25208,0.33%,82,0,3
Stone Rain,11,25208,0.04%,11,0,3
Stone of Erech,50,25208,0.20%,50,0,10
Stone-Seeder Hierophant,206,25208,0.82%,206,0,3
Stonebinder's Familiar,1,25208,0.00%,1,0,1
Stonecloaker,12,25208,0.05%,12,0,3
Stonecoil Serpent,31,25208,0.12%,31,0,7
Stoneforge Masterwork,552,25208,2.19%,552,0,8
Stoneforge Mystic,322,25208,1.28%,322,0,6
Stonefury,5,25208,0.02%,5,0,2
Stonehewer Giant,267,25208,1.06%,267,0,4
Stonehoof Chieftain,51,25208,0.20%,51,0,6
Stonehorn Dignitary,77,25208,0.31%,77,0,4
Stoneshaker Shaman,5,25208,0.02%,5,0,2
Stoneskin,3,25208,0.01%,3,0,1
Stonespeaker Crystal,54,25208,0.21%,54,0,10
Stonesplitter Bolt,2,25208,0.01%,2,0,1
Stonewise Fortifier,1,25208,0.00%,1,0,1
Stonewood Invocation,7,25208,0.03%,7,0,2
Stonewood Invoker,1,25208,0.00%,1,0,1
Stonework Packbeast,4,25208,0.02%,4,0,2
Stonewright,3,25208,0.01%,3,0,1
Stony Silence,41,25208,0.16%,41,0,6
Stony Strength,36,25208,0.14%,36,0,4
Stonybrook Angler,4,25208,0.02%,4,0,1
Stonybrook Banneret,28,25208,0.11%,28,0,2
Stonybrook Schoolmaster,7,25208,0.03%,7,0,1
Stop Cold,11,25208,0.04%,11,0,3
Storage Matrix,5,25208,0.02%,5,0,2
Storm Caller,3,25208,0.01%,3,0,1
Storm Cauldron,26,25208,0.10%,26,0,3
Storm Crow,1,25208,0.00%,1,0,1
Storm Fleet Arsonist,22,25208,0.09%,22,0,3
Storm Fleet Negotiator,3,25208,0.01%,3,0,3
Storm Fleet Pyromancer,6,25208,0.02%,6,0,1
Storm Fleet Spy,1,25208,0.00%,1,0,1
Storm Front,1,25208,0.00%,1,0,1
Storm Herald,3,25208,0.01%,3,0,3
Storm Herd,102,25208,0.40%,102,0,4
Storm King's Thunder,3,25208,0.01%,3,0,1
Storm Sculptor,3,25208,0.01%,3,0,3
Storm Seeker,1,25208,0.00%,1,0,1
Storm Shaman,1,25208,0.00%,1,0,1
Storm Strike,1,25208,0.00%,1,0,0
Storm of Forms,3,25208,0.01%,3,0,2
Storm of Saruman,85,25208,0.34%,85,0,5
Storm of Souls,38,25208,0.15%,38,0,5
Storm the Citadel,3,25208,0.01%,3,0,2
Storm the Festival,31,25208,0.12%,31,0,5
Storm the Seedcore,139,25208,0.55%,139,0,4
Storm's Will,19,25208,0.08%,19,0,2
Storm's Wrath,50,25208,0.20%,50,0,3
"Storm, Force of Nature",2,25208,0.01%,2,0,1
Storm-Kiln Artist,8,25208,0.03%,8,0,3
Stormbeacon Blade,4,25208,0.02%,4,0,2
Stormcarved Coast,21,25208,0.08%,21,0,1
Stormcatch Mentor,1,25208,0.00%,1,0,1
Stormchaser Drake,1,25208,0.00%,1,0,1
Stormchaser's Talent,235,25208,0.93%,235,0,3
Stormclaw Rager,4,25208,0.02%,4,0,1
Stormfist Crusader,3,25208,0.01%,3,0,1
Stormfront Pegasus,11,25208,0.04%,11,0,1
Stormfront Riders,3,25208,0.01%,3,0,3
Stormkeld Vanguard // Bear Down,4,25208,0.02%,4,0,3
Stormrider Rig,2,25208,0.01%,2,0,1
Stormscape Familiar,2,25208,0.01%,2,0,1
Stormshriek Feral // Flush Out,6,25208,0.02%,6,0,1
Stormsurge Kraken,36,25208,0.14%,36,0,2
Stormtide Leviathan,361,25208,1.43%,361,0,4
Stormwild Capridor,5,25208,0.02%,5,0,1
Stormwing Entity,5,25208,0.02%,5,0,1
"Storrev, Devkarin Lich",86,25208,0.34%,86,0,2
"Storvald, Frost Giant Jarl",10,25208,0.04%,10,0,1
Story Circle,2,25208,0.01%,2,0,2
Story Seeker,6,25208,0.02%,6,0,1
Storybook Ride,6,25208,0.02%,6,0,2
Storyteller Pixie,1,25208,0.00%,1,0,1
Storyweave,4,25208,0.02%,4,0,1
Strago and Relm,1,25208,0.00%,1,0,0
Strands of Night,8,25208,0.03%,8,0,3
Strands of Undeath,2,25208,0.01%,2,0,1
Strandwalker,2,25208,0.01%,2,0,1
Strangle,12,25208,0.05%,12,0,1
Strangled Cemetery,16,25208,0.06%,16,0,2
Stranglehold,132,25208,0.52%,132,0,4
Strangleroot Geist,4,25208,0.02%,4,0,1
Strangling Spores,2,25208,0.01%,2,0,1
Strata Scythe,17,25208,0.07%,17,0,3
Strategic Betrayal,3,25208,0.01%,3,0,2
Strategic Planning,27,25208,0.11%,27,0,5
Stratus Dancer,10,25208,0.04%,10,0,3
Stratus Walk,1,25208,0.00%,1,0,1
Stream of Consciousness,1,25208,0.00%,1,0,1
Stream of Life,6,25208,0.02%,6,0,4
Stream of Thought,15,25208,0.06%,15,0,2
Streambed Aquitects,14,25208,0.06%,14,0,1
Street Riot,19,25208,0.08%,19,0,3
Street Spasm,5,25208,0.02%,5,0,1
Street Urchin,2,25208,0.01%,2,0,2
Street Wraith,19,25208,0.08%,19,0,5
"Strefan, Maurer Progenitor",1,25208,0.00%,1,0,1
Strength Bobblehead,4,25208,0.02%,4,0,2
Strength in Numbers,12,25208,0.05%,12,0,3
Strength of Arms,4,25208,0.02%,4,0,1
Strength of Cedars,3,25208,0.01%,3,0,2
Strength of Solidarity,1,25208,0.00%,1,0,1
Strength of Unity,1,25208,0.00%,1,0,1
Strength of the Coalition,16,25208,0.06%,16,0,1
Strength of the Harvest,123,25208,0.49%,123,0,3
Strength of the Pack,14,25208,0.06%,14,0,4
Strength of the Tajuru,15,25208,0.06%,15,0,4
Strength-Testing Hammer,22,25208,0.09%,22,0,2
Strict Proctor,25,25208,0.10%,25,0,3
Stridehangar Automaton,1,25208,0.00%,1,0,1
Strider Harness,6,25208,0.02%,6,0,4
"Strider, Ranger of the North",1,25208,0.00%,1,0,1
Strike It Rich,24,25208,0.10%,24,0,3
Striking Sliver,4,25208,0.02%,4,0,2
String of Disappearances,6,25208,0.02%,6,0,3
Strionic Resonator,758,25208,3.01%,758,0,12
Strip Bare,1,25208,0.00%,1,0,1
Strip Mine,940,25208,3.73%,940,0,12
Striped Riverwinder,5,25208,0.02%,5,0,1
Strix Lookout,5,25208,0.02%,5,0,2
Strix Serenade,762,25208,3.02%,762,0,5
Strixhaven,1,25208,0.00%,1,0,1
Strixhaven Stadium,172,25208,0.68%,172,0,7
Stroke of Genius,427,25208,1.69%,427,0,5
Stroke of Midnight,794,25208,3.15%,794,0,6
Stromgald Cabal,1,25208,0.00%,1,0,1
Stromkirk Bloodthief,2,25208,0.01%,2,0,1
Stromkirk Captain,1,25208,0.00%,1,0,0
Stromkirk Condemned,1,25208,0.00%,1,0,1
Stromkirk Occultist,1,25208,0.00%,1,0,1
Strong Back,4,25208,0.02%,4,0,1
Strongarm Monk,1,25208,0.00%,1,0,1
Strongbox Raider,1,25208,0.00%,1,0,0
Stronghold Assassin,6,25208,0.02%,6,0,1
Stronghold Confessor,2,25208,0.01%,2,0,1
Stronghold Discipline,1,25208,0.00%,1,0,1
Stronghold Furnace,1,25208,0.00%,1,0,1
Stronghold Gambit,1,25208,0.00%,1,0,1
Stronghold Rats,1,25208,0.00%,1,0,1
Structural Assault,8,25208,0.03%,8,0,4
Structural Distortion,2,25208,0.01%,2,0,1
Struggle //Survive,19,25208,0.08%,19,0,1
Struggle for Project Purity,46,25208,0.18%,46,0,5
Struggle for Sanity,1,25208,0.00%,1,0,0
Struggle for Skemfar,4,25208,0.02%,4,0,3
Stubborn Denial,299,25208,1.19%,299,0,5
